Model,Region,Date,EVI_Mean,EVI_Lower,EVI_Upper
BiLSTM,Halabja,2028-09-01,0.108683,0.096926,0.120439
BiLSTM,Halabja,2028-10-01,0.119793,0.108002,0.131584
BiLSTM,Halabja,2028-11-01,0.139939,0.123657,0.156221
BiLSTM,Halabja,2028-12-01,0.169157,0.154003,0.184311
BiLSTM,Halabja,2029-01-01,0.206858,0.190636,0.223081
BiLSTM,Halabja,2029-02-01,0.264179,0.244607,0.283751
BiLSTM,Halabja,2029-03-01,0.346225,0.320127,0.372324
BiLSTM,Halabja,2029-04-01,0.406673,0.370833,0.442513
BiLSTM,Halabja,2029-05-01,0.210284,0.175771,0.244797
BiLSTM,Halabja,2029-06-01,0.132714,0.12083,0.144598
BiLSTM,Halabja,2029-07-01,0.109722,0.097062,0.122382
BiLSTM,Halabja,2029-08-01,0.104109,0.089886,0.118332
BiLSTM,Halabja,2029-09-01,0.107837,0.094073,0.1216
BiLSTM,Halabja,2029-10-01,0.11981,0.105537,0.134084
BiLSTM,Halabja,2029-11-01,0.139684,0.123278,0.156091
BiLSTM,Halabja,2029-12-01,0.169256,0.154099,0.184413
BiLSTM,Halabja,2030-01-01,0.206945,0.193222,0.220667
BiLSTM,Halabja,2030-02-01,0.265334,0.243527,0.28714
BiLSTM,Halabja,2030-03-01,0.346964,0.31735,0.376577
BiLSTM,Halabja,2030-04-01,0.406794,0.369343,0.444245
BiLSTM,Halabja,2030-05-01,0.211384,0.171247,0.251521
BiLSTM,Halabja,2030-06-01,0.132541,0.118074,0.147008
BiLSTM,Halabja,2030-07-01,0.109474,0.094855,0.124094
BiLSTM,Halabja,2030-08-01,0.104254,0.090005,0.118502
BiLSTM,Halabja,2030-09-01,0.108232,0.093537,0.122927
BiLSTM,Halabja,2030-10-01,0.12093,0.104487,0.137374
BiLSTM,Halabja,2030-11-01,0.138606,0.120787,0.156426
BiLSTM,Halabja,2030-12-01,0.169603,0.153142,0.186065
BiLSTM,Halabja,2031-01-01,0.206092,0.186739,0.225446
BiLSTM,Halabja,2031-02-01,0.263444,0.238648,0.28824
BiLSTM,Halabja,2031-03-01,0.345114,0.315712,0.374516
BiLSTM,Halabja,2031-04-01,0.406831,0.364996,0.448666
BiLSTM,Halabja,2031-05-01,0.212041,0.172238,0.251845
BiLSTM,Halabja,2031-06-01,0.132698,0.118581,0.146816
BiLSTM,Halabja,2031-07-01,0.109536,0.096378,0.122694
BiLSTM,Halabja,2031-08-01,0.104212,0.088276,0.120149
BiLSTM,Halabja,2031-09-01,0.108363,0.091094,0.125633
BiLSTM,Halabja,2031-10-01,0.119738,0.102926,0.136551
BiLSTM,Halabja,2031-11-01,0.138313,0.120517,0.156109
BiLSTM,Halabja,2031-12-01,0.16885,0.149509,0.18819
BiLSTM,Halabja,2032-01-01,0.206275,0.186306,0.226244
BiLSTM,Halabja,2032-02-01,0.263836,0.23823,0.289442
BiLSTM,Halabja,2032-03-01,0.345843,0.311159,0.380528
BiLSTM,Halabja,2032-04-01,0.405987,0.360369,0.451605
BiLSTM,Halabja,2032-05-01,0.211276,0.163087,0.259465
BiLSTM,Halabja,2032-06-01,0.132681,0.116697,0.148664
BiLSTM,Halabja,2032-07-01,0.109843,0.093636,0.126051
BiLSTM,Halabja,2032-08-01,0.10467,0.087425,0.121916
BiLSTM,Halabja,2032-09-01,0.107371,0.090463,0.124279
BiLSTM,Halabja,2032-10-01,0.119729,0.102679,0.136779
BiLSTM,Halabja,2032-11-01,0.140149,0.121223,0.159075
BiLSTM,Halabja,2032-12-01,0.168862,0.149596,0.188128
BiLSTM,Halabja,2033-01-01,0.205529,0.18564,0.225418
BiLSTM,Halabja,2033-02-01,0.263636,0.23751,0.289761
BiLSTM,Halabja,2033-03-01,0.347116,0.310713,0.383518
BiLSTM,Halabja,2033-04-01,0.409079,0.359888,0.45827
BiLSTM,Halabja,2033-05-01,0.212369,0.159523,0.265215
BiLSTM,Halabja,2033-06-01,0.132641,0.112986,0.152295
BiLSTM,Halabja,2033-07-01,0.110077,0.091579,0.128576
BiLSTM,Halabja,2033-08-01,0.103574,0.084138,0.123009
BiLSTM,Halabja,2033-09-01,0.10852,0.089217,0.127823
BiLSTM,Halabja,2033-10-01,0.119736,0.099425,0.140048
BiLSTM,Halabja,2033-11-01,0.139214,0.116743,0.161685
BiLSTM,Halabja,2033-12-01,0.169013,0.147158,0.190867
BiLSTM,Halabja,2034-01-01,0.207076,0.184392,0.22976
BiLSTM,Halabja,2034-02-01,0.263469,0.231374,0.295564
BiLSTM,Halabja,2034-03-01,0.344387,0.302241,0.386533
BiLSTM,Halabja,2034-04-01,0.40484,0.353207,0.456472
BiLSTM,Halabja,2034-05-01,0.213262,0.162976,0.263548
BiLSTM,Halabja,2034-06-01,0.133304,0.115154,0.151454
BiLSTM,Halabja,2034-07-01,0.109276,0.089453,0.129098
BiLSTM,Halabja,2034-08-01,0.104084,0.084374,0.123794
BiLSTM,Halabja,2034-09-01,0.108009,0.088475,0.127543
BiLSTM,Halabja,2034-10-01,0.120525,0.097671,0.14338
BiLSTM,Halabja,2034-11-01,0.139599,0.118476,0.160722
BiLSTM,Halabja,2034-12-01,0.169258,0.14128,0.197237
BiLSTM,Halabja,2035-01-01,0.206924,0.180772,0.233075
BiLSTM,Halabja,2035-02-01,0.264029,0.233754,0.294305
BiLSTM,Halabja,2035-03-01,0.34694,0.305545,0.388336
BiLSTM,Halabja,2035-04-01,0.405444,0.351497,0.459391
BiLSTM,Halabja,2035-05-01,0.212127,0.15647,0.267785
BiLSTM,Halabja,2035-06-01,0.133349,0.11352,0.153179
BiLSTM,Halabja,2035-07-01,0.10969,0.088725,0.130655
BiLSTM,Halabja,2035-08-01,0.10334,0.082897,0.123782
BiLSTM,Halabja,2035-09-01,0.107651,0.084971,0.130331
BiLSTM,Halabja,2035-10-01,0.120434,0.097457,0.143412
BiLSTM,Halabja,2035-11-01,0.139278,0.114938,0.163617
BiLSTM,Halabja,2035-12-01,0.169472,0.145086,0.193858
